BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abm_milk_choice_upload.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2024 16:11:43:703 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,,
-25,25,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],habit-threshold,memory-lifetime,p-interact,incumbent-initial-habit,social-blindness,cognitive-dissonance-threshold,network-parameter,social-conformity,social-susceptibility,justification,oat-health-mean-initial,oat-env-mean-initial,soy-health-mean-initial,soy-env-mean-initial,almond-health-mean-initial,almond-env-mean-initial,[step],count turtles with [color = red],count turtles with [color = green],count turtles with [color = white],count turtles with [color = yellow],mean-health-impact,mean-env-impact,total-milk,initial,mean-incum,mean-oat,mean-almond,mean-soy
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,36,126,391,44,439,15.6830813798051,2.32170214622343,73519175.3099884,2300000,423.971505287736,368.847925779424,398.914004959275,382.641803973565
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,35,96,408,50,446,15.601001352056,2.3086646999138,71943121.1099949,2300000,421.550656025404,372.833150086312,397.567520908656,374.421462979628
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,27,134,366,61,439,17.9768157694717,2.66322039711448,58899570.3799949,2300000,485.211908883031,430.11962601153,463.982358859892,431.538336245547
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,36,117,418,38,427,15.7010627111052,2.32313548896009,73484152.469988,2300000,425.405173357784,376.233196037192,398.737734083305,372.839696521718
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,27,139,365,59,437,18.1007109492863,2.68542000000466,58839644.9499952,2300000,494.700877105652,417.867481592654,462.357259239984,436.10349206171
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,31,91,394,42,473,16.1589583531728,2.3929315497499,65537641.6499961,2300000,436.464213262826,383.048045505651,413.797917821378,391.497443410144
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,17,407,216,78,299,18.7042946519579,2.75516103593497,40010029.5100023,2300000,471.988973189611,494.065605884996,504.518777913149,480.177123012246
327,10,5,1,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,38,99,412,37,452,15.0737471951883,2.22496701843107,76384921.3299874,2300000,405.788865159309,367.326354077668,378.309097994345,358.491842768677
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,36,94,426,32,448,15.6760628495299,2.31742773038658,73516347.4499891,2300000,422.465392480828,375.100546566551,396.69978846963,378.960612482991
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,28,128,411,34,427,17.0006337075676,2.51645475080349,60608296.8199969,2300000,459.476763410889,412.222562726506,436.371185642926,400.655928219679
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,37,123,421,40,416,15.2161402115886,2.24856191632539,75045689.8499877,2300000,410.088554809536,368.578366449057,385.100812483484,362.746806257923
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,37,121,363,36,480,15.2199231791311,2.25366519262418,75008699.5299873,2300000,412.821908412131,354.074525175629,385.316090771751,372.334535640488
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,28,143,408,45,404,17.0669826054343,2.52864663323376,60545235.3899972,2300000,466.108167610982,406.673649514402,434.83153471756,397.977088157056
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,32,92,392,34,482,16.2358636811359,2.40444650618511,67169043.2399961,2300000,438.791223207827,380.988406277034,414.374763834695,397.247196680444
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,18,320,278,75,327,18.1079021611887,2.6635782603383,41902991.6100026,2300000,453.591714426567,487.659507609057,488.592347709391,463.118530254984
327,10,5,1,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,39,99,386,38,477,15.013972294143,2.22318300046049,77894279.229985,2300000,405.645962405977,357.232860625753,384.503039680061,361.976037288208
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,29,138,364,57,441,16.3759147116816,2.43284214901164,62257766.7399943,2300000,445.78552303665,386.589163884126,428.806515954133,388.288717125091
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,37,95,410,37,458,15.2028986416257,2.24922797861689,75041019.5599885,2300000,411.02388562372,361.341424393946,385.590025125228,366.716774857107
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,38,132,356,71,441,15.0688050194084,2.22978420349167,76557943.7399864,2300000,406.980727075598,354.78136966171,382.108131748013,368.38366151468
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,38,128,383,53,436,15.095480613004,2.23116789322277,76521271.1899858,2300000,407.632484020283,362.851879423809,381.023834097635,361.063462458273
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,29,150,381,58,411,16.468215624172,2.44730329720956,62194808.9699945,2300000,451.890157583989,381.355421424184,426.328640834864,389.999360156963
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,33,90,390,29,491,16.1005865719058,2.38393186702862,68789316.7999994,2300000,433.915766475283,378.609667765225,411.588077148304,396.160048611188
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,39,114,390,58,438,15.0634030846569,2.22352140479846,78068950.4099841,2300000,404.520517958873,364.483128499661,378.271448186878,363.731575354588
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,19,321,276,73,330,18.8809421955511,2.78616745188511,43853213.9600014,2300000,486.125587002403,486.035045757481,503.786325891092,474.275391349025
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,30,128,367,76,429,16.573470449257,2.45694474939532,63921608.6799959,2300000,450.58979816672,396.690966250438,427.374773308683,389.186402274161
327,10,5,1,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,40,101,410,40,449,14.4258900574868,2.13365628201353,79342401.8999811,2300000,389.518976114499,348.721608957204,367.365657279837,342.516427648461
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,40,124,358,59,459,14.5421283016193,2.15008501603467,79523678.4199803,2300000,393.405583159002,340.331790353768,364.328592828776,356.662043658455
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,38,105,406,51,438,15.0506409287069,2.22639281174847,76553061.3399871,2300000,405.914849245311,361.165845454735,383.393170990986,361.567914308969
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,39,120,348,47,485,15.0942013646653,2.22969526869043,78032230.6299834,2300000,406.825574796453,354.735122586059,376.705964324951,372.692778292537
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,20,246,329,86,339,18.5625751245254,2.73892002193488,45775451.649998,2300000,476.068182333718,481.436327473117,497.949870469446,466.783309723718
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,30,148,416,49,387,16.6481716763953,2.46869286783516,63858967.4499963,2300000,455.713566568846,395.883173827068,426.465100403821,386.096639200266
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,34,93,389,33,485,15.7928428866099,2.33831820153473,70377375.5699941,2300000,426.054357223361,370.866596235092,403.028644789848,388.109171751699
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,31,148,370,47,435,16.2551603748406,2.40482620604201,65546490.8199963,2300000,441.639002833017,387.556466884097,410.394321267539,385.292349015347
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,21,228,287,95,390,18.8931825236556,2.79335315660828,47709132.8600008,2300000,495.816387692499,472.506521921335,499.198102609737,466.16019777643
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,41,146,368,66,420,14.6259856127441,2.16094426022976,80988349.53998,2300000,394.716550450675,350.503431030138,367.600276306403,351.850862212786
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,39,106,395,39,460,15.0487412189479,2.22402891294067,78063768.8299848,2300000,404.912483080105,359.110635828502,379.984516703139,366.699854388254
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,40,130,403,38,429,14.5525779769628,2.14558303236977,79486974.5599795,2300000,391.412463607808,354.013712180213,361.107028874132,348.210725337847
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,22,201,400,79,320,18.8003163210634,2.77067009377765,49622107.8000003,2300000,493.575853636864,485.884816380883,486.55058751382,446.963682468433
327,10,5,1,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,41,98,385,48,469,14.5584849873835,2.15465913553133,80805617.0699808,2300000,392.713628463113,344.83135940121,371.049271719736,354.62091041594
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,32,130,371,67,432,16.2097423960392,2.40145267067059,67177650.4799964,2300000,438.480266539346,391.62367134089,418.77171718759,382.284004932175
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,35,96,399,25,480,15.5735651804742,2.3051259485886,71945363.0399942,2300000,419.047507606204,367.639803171682,397.941711654016,383.358447568099
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,41,125,387,36,452,14.6112938180126,2.15707228709795,80952110.8199792,2300000,392.448501870965,349.245210913733,365.838856746237,357.603690469064
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,40,101,410,24,465,14.4846284238282,2.13660583975493,79518909.269981,2300000,387.281710311872,351.55674677319,363.244868142762,353.057114772175
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,23,167,340,109,384,18.3063694472648,2.70965965488276,51480262.1700006,2300000,487.384086115658,443.006244155493,476.837839484894,450.926200243954
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,31,175,366,30,429,16.2745823339698,2.41262255724616,65482006.8199966,2300000,446.076435820503,379.940328470517,412.666660023892,384.355945685087
327,10,5,1,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,42,106,408,40,446,14.2233400052733,2.10252900911485,82231504.7099743,2300000,384.134250812374,344.266227804129,360.253229013102,337.233932370395
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,42,153,340,59,448,14.2616940684433,2.10588774812128,82418816.5799739,2300000,383.01423344441,338.847884997701,357.153595904529,351.451325653359
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,36,92,403,46,459,15.5832123286988,2.30865549148992,73518903.7299884,2300000,418.805273886114,368.654658084357,402.605201415012,383.475556614516
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,42,127,417,22,434,14.2939123758055,2.11169174627335,82383945.2399731,2300000,385.644306518773,344.904764290344,359.863390461275,341.421958729607
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,41,103,397,56,444,14.5413985520745,2.1502490559261,80984604.3399807,2300000,389.866666629858,350.380269134543,371.829849035462,353.618285200139
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,24,136,411,112,341,18.5003020858838,2.73155586550734,53338803.2999992,2300000,496.866391566891,457.690915111529,469.28299422818,434.700829093401
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,32,154,424,33,389,16.2522285351056,2.40557129328753,67111948.2099967,2300000,440.675466773665,394.947380777038,415.861576247012,378.456966202285
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,33,124,394,51,431,16.1728547689195,2.39294809481319,68797901.2899995,2300000,438.440213946366,389.649862959131,411.217765048913,380.94296804559
327,10,5,1,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,43,108,394,27,471,14.0155412758461,2.0727851195708,83638585.7699733,2300000,377.961147027485,334.549363819983,355.593068475878,338.977480676655
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,37,93,398,41,468,15.1468643662684,2.23987336668315,75043817.9199878,2300000,406.360904912136,357.833887271733,384.710686408732,376.008711407399
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,42,96,422,31,451,14.2338712457505,2.10004931508605,82415832.2899745,2300000,380.23855947958,344.24670737734,357.61433355163,349.128349591449
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,33,152,390,30,428,16.1576063002072,2.39430153569767,68730671.3600001,2300000,439.524386855275,379.793613515167,412.255648918074,387.149500711485
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,43,139,359,85,417,14.0409737439542,2.07141591204689,83830544.7999728,2300000,375.163794973666,341.532705148561,353.073436550292,341.958283327481
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,25,140,374,102,384,18.1914876799933,2.69390187114929,55157263.0099986,2300000,495.208574240639,425.29326789583,459.884961861547,438.072906001984
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,43,137,365,24,474,14.0753910545644,2.08194976910022,83797119.759972,2300000,379.349514120937,330.73128818255,356.040011027186,347.053706669328
327,10,5,1,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,44,112,408,39,441,13.9212719615624,2.05983572465673,85037821.5299793,2300000,375.620830077631,335.709375282122,355.91346924699,331.992085393257
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,38,94,409,46,451,15.0419552744834,2.22285815100473,76557263.2099865,2300000,403.203520845488,358.164673080493,380.773927084065,371.303168989953
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,44,130,390,43,437,13.9974151847716,2.05921846141948,85231541.0399784,2300000,373.118751450679,341.513368875046,343.230267566034,343.133852108243
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,34,131,388,71,410,15.8687781460406,2.35052130094318,70386360.9799944,2300000,432.019413528752,378.710438507397,404.837455477229,372.892382486622
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,43,94,410,36,460,13.9987695950851,2.07015802855264,83828019.2699735,2300000,374.796013227864,335.4131989728,358.069659407131,343.908108392205
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,34,159,408,29,404,15.8541168588458,2.3492798762189,70316815.1599946,2300000,432.412821175711,376.840508957192,404.748675056515,372.141794810581
327,10,5,1,8,0,0,10,-0.6,0.8,0.9,1,1,1,1,1,1,45,100,400,30,470,13.5671148533985,2.00486001963428,86401921.929984,2300000,364.22266103459,325.81857673943,343.771645255797,330.287516970185
330,10,5,1,8,0,0.4,8,-1,1,0.9,1,1,1,1,1,1,45,133,368,47,452,13.6255421707483,2.01282182877648,86599137.6799828,2300000,366.185656715948,325.166450289706,342.972990978388,333.271542015957
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,26,139,405,81,375,17.7162623489677,2.62183495057481,56929006.779998,2300000,481.545419498094,422.636447964689,448.630673210311,418.931229326906
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,44,135,378,58,429,13.9721030963035,2.06310790118739,85199487.6199773,2300000,375.278492920835,337.904363201067,351.909222124066,337.275781754031
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,39,102,393,34,471,15.0356368102786,2.2217020130831,78069065.7999841,2300000,403.074587244072,354.885314006372,379.091265414382,374.751423335175
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,35,167,385,31,417,15.6328387395779,2.31717668495156,71882596.9499946,2300000,425.823978081657,368.0200822191,399.592482528974,372.345247170269
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,35,131,388,56,425,15.6847277707787,2.31753762148564,71954346.1999943,2300000,424.495829431972,376.165442568803,393.395030629388,373.928917369838
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,44,104,412,40,444,13.9143942871628,2.05616148188122,85228543.8899793,2300000,372.967663959324,334.643202818126,353.289358160938,339.624395061612
329,10,5,1,8,0,0.4,8,-1,0.8,0.9,1,1,1,1,1,1,45,129,364,39,468,13.6890903572567,2.01748989963997,86567649.8599816,2300000,367.290736632327,325.75423744692,336.677339487215,338.439926433538
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,27,124,378,57,441,18.048360159811,2.67882103616725,58741087.4399949,2300000,491.780295202012,421.034107570888,466.066152198015,433.200105029086
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,40,97,376,60,467,14.4450751927499,2.1331869324433,79524252.0399803,2300000,385.509470243456,342.746829736632,364.39781002167,362.532129998243
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,36,176,383,27,414,15.6605427465104,2.32094642945386,73454825.0299887,2300000,425.165705866772,372.243565722728,402.382805068627,372.436003341872
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,36,135,360,74,431,15.7005915882335,2.32426503065601,73527294.0799885,2300000,425.913964591512,372.18562707772,398.865516933411,375.982771397355
331,10,5,1,8,0,0.4,8,-0.6,0.8,0.9,1,1,1,1,1,1,45,102,420,19,459,13.5484042958506,2.00205873572966,86594329.0899838,2300000,362.283082331382,325.522949592888,344.72576057861,333.253407497119
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,28,135,415,86,364,16.9691096643432,2.51889111338098,60440661.7899972,2300000,464.90685162206,405.738744742887,439.57327878379,389.355474851264
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,41,103,374,46,477,14.597090350629,2.15172889508386,80989147.39998,2300000,389.442600571924,346.382895708076,361.60131893058,367.46854478942
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,37,137,381,66,416,15.2502142727812,2.25274738940676,75051128.6999878,2300000,412.581328572403,364.59352374134,381.230497485907,365.429270200351
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,37,177,377,35,411,15.1431508373702,2.24596564551045,74977147.819988,2300000,411.143338649049,357.332817960721,391.089671861162,362.756961529068
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,42,96,392,32,480,14.2091828041751,2.09649129671409,82419676.5699739,2300000,378.544524148674,338.531104151848,356.380067701356,357.073473998122
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,29,132,418,59,391,16.4252550677061,2.43427946200268,62084221.5499945,2300000,447.820775858373,386.537187265637,418.775755102626,390.426041773364
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,38,152,368,90,390,15.1447232410637,2.23581689324477,76564340.6399864,2300000,408.958368060493,362.276867479927,377.101133028952,364.875571430628
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,38,171,389,33,407,15.0265855913252,2.22630556100197,76489403.1699866,2300000,406.096959497261,357.553140179355,386.895831759798,361.709418563586
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,43,98,376,31,495,14.0335466331482,2.07205084144695,83832521.2899728,2300000,374.44465197562,330.018456989609,352.430008503504,355.951602531268
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,39,151,374,75,400,15.1463095856025,2.23153960618885,78076594.969984,2300000,406.979608354743,365.97490683811,372.633552835319,366.666261971828
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,30,129,410,67,394,16.6040357071079,2.46612503436925,63748976.6799963,2300000,454.57781565979,390.234796280968,430.535961821485,389.406556237755
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,44,103,404,19,474,13.9030119599544,2.0512036625935,85235033.0299782,2300000,369.250761215565,331.986001753003,349.903979657278,351.370997374154
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,39,189,360,37,414,15.065701533155,2.23491090380353,78000578.4099842,2300000,410.381920421526,351.858205151575,387.217651068056,361.717463358843
333,10,5,1,8,0,0.4,10,-1,0.8,0.9,1,1,1,1,1,1,45,97,377,30,496,13.5261373020357,1.99736466447003,86602473.9699825,2300000,358.82971199398,318.840606678821,342.43101150927,347.339609817929
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,40,137,389,52,422,14.5788636900524,2.14553437017886,79533099.0199802,2300000,390.003930081476,353.494458813948,356.673465688676,356.3321954159
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,31,124,389,72,415,16.2059463704985,2.4038807175039,65370779.9799967,2300000,443.029909022531,381.222210026798,415.584436688743,381.966744261928
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,40,186,353,47,414,14.4563170160621,2.14061717156843,79454055.1299803,2300000,390.670516958415,346.137477128613,370.907277360848,345.761448552125
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,41,140,417,64,379,14.65945939626,2.16220352311273,80998100.3999799,2300000,394.849211649925,354.808023000398,364.057059741344,351.287085608332
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,32,126,399,73,402,16.3078250214223,2.41770356995045,67000287.5499968,2300000,446.162538400504,385.438462227291,416.255285715929,381.651283656275
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,41,181,378,44,397,14.5776440679497,2.15510596422022,80917399.8899801,2300000,392.890838377741,350.643528508714,369.619777067093,350.190616046451
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,42,135,379,45,441,14.2970495166281,2.10988068020204,82428873.0899737,2300000,384.700813051159,342.230144979125,356.067531145154,347.774200824562
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,33,136,374,57,433,16.1855918003706,2.39995326303926,68617657.7000003,2300000,442.652794909354,377.598496466614,412.207747131089,384.91111149294
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,42,207,341,48,404,14.2851252294245,2.11522695532278,82346143.4099739,2300000,388.574649258051,335.80790274983,361.728753382864,342.632214609256
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,34,121,381,87,411,15.7636531338094,2.3394902260506,70198835.4599948,2300000,430.278796782516,371.610296607764,407.286228710144,372.002437899575
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,43,158,396,57,389,14.1349032423647,2.08679901817251,83840592.6099726,2300000,382.355040741441,343.481766212129,353.278601926593,332.604111119836
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,35,127,381,53,439,15.6565891173485,2.31919842148762,71759597.009995,2300000,428.238712574363,364.680349616808,394.469556533572,373.372931275257
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,43,193,357,58,392,14.0450671267882,2.07499630140509,83756723.5699729,2300000,377.564428264463,339.754965856622,355.380955215209,337.879810663705
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,36,141,404,57,398,15.6926094100388,2.32949921106749,73329932.579989,2300000,430.005066192328,367.791672928316,403.9903833414,368.548447537955
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,44,151,355,55,439,13.9837135679297,2.06239734267552,85240935.4899782,2300000,375.071830582472,333.716844189575,346.954301976,344.599903251954
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,37,145,364,56,435,15.1272225390199,2.24533938076825,74845900.1999887,2300000,413.068732148521,348.762983646712,388.453560365364,365.682343839403
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,44,208,334,33,425,14.0209740318786,2.06943288774679,85157545.3699787,2300000,378.262976248091,334.019769480814,348.148404118203,340.390650152892
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,38,142,397,54,407,15.0560059808339,2.23164433876241,76354979.0199875,2300000,409.983622502285,358.840823330988,386.464642146687,353.789732020041
332,10,5,1,8,0,0.4,8,-0.6,1,0.9,1,1,1,1,1,1,45,138,420,29,413,13.6702303454264,2.01355709589818,86607010.5299827,2300000,366.674092712445,332.282477453403,336.773665326967,330.344804507184
334,10,5,1,8,0,0.4,10,-1,1,0.9,1,1,1,1,1,1,45,203,374,29,394,13.600518529634,2.00884590263902,86523609.8499833,2300000,365.432507664697,331.175274942396,344.256454992782,325.200242400126
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,39,139,381,61,419,15.0586592132127,2.2331375786666,77863532.3299851,2300000,410.798118363546,355.590581347972,386.533340980195,355.631269308287
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,40,148,369,66,417,14.4353337178769,2.14068804859434,79308892.3299811,2300000,393.948289906817,338.979820558209,369.693410209985,342.738479324991
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,41,159,367,51,423,14.6044807513576,2.16303135409341,80771417.6799809,2300000,397.023234032585,345.857859288805,371.840278622121,347.80397805649
336,10,5,1,8,0,0.4,10,-0.6,1,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2300000,2000,100,100,100
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,42,169,380,56,395,14.1996886146286,2.10438146401695,82196502.8299742,2300000,385.722419164648,338.368926582178,364.821851584855,336.17195266832
336,10,5,1,8,0,0.4,10,-0.6,1,0.9,1,1,1,1,1,1,1,962,14,12,12,43.0489942638786,6.44246751325423,4615124.2,2300000,2000,100,100,100
335,10,5,1,8,0,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2300000,2000,100,100,100
335,10,5,1,8,0,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,1,967,16,12,5,43.0665134911295,6.44518011198932,4614764.1,2300000,2000,100,100,100
336,10,5,1,8,0,0.4,10,-0.6,1,0.9,1,1,1,1,1,1,2,924,31,18,27,42.1294585271962,6.30078062446859,6952235.29999998,2300000,1873.73521600943,154.617908623406,154.372284221434,154.385691145728
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,43,155,357,59,429,13.9503411515804,2.06576734888834,83602361.8899733,2300000,375.756731200938,334.265693803539,359.376361119338,336.460273876185
335,10,5,1,8,0,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,2,910,30,27,33,41.7756991962442,6.24647041563766,6959607.59999998,2300000,1847.12221406767,165.882628531302,165.93145930958,165.907198091445
335,10,5,1,8,0,0.4,10,-0.6,0.8,0.9,1,1,1,1,1,1,3,836,38,56,70,39.9198821228718,5.96123489614971,9337758.6999999,2300000,1710.03929762043,222.541298657245,222.625549264446,222.944954457876
336,10,5,1,8,0,0.4,10,-0.6,1,0.9,1,1,1,1,1,1,3,891,35,24,50,40.753379257054,6.08946462807943,9313895.44999992,2300000,1772.23094766358,196.22754039692,196.44740042423,196.754261515267
328,10,5,1,8,0,0,10,-0.6,1,0.9,1,1,1,1,1,1,44,171,365,70,394,13.9208020657914,2.05926042107555,85000028.7499796,2300000,376.255642449255,340.446659978168,356.043260861014,324.921296711562
