BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,
abm_milk_choice_upload.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experimentCamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2024 13:28:51:278 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,
-25,25,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],habit-threshold,p-interact,incumbent-initial-habit,social-blindness,cognitive-dissonance-threshold,network-parameter,social-conformity,social-susceptibility,justification,memory-lifetime,oat-health-mean-initial,oat-env-mean-initial,soy-health-mean-initial,soy-env-mean-initial,almond-health-mean-initial,almond-env-mean-initial,[step],count turtles with [color = red],count turtles with [color = green],count turtles with [color = white],count turtles with [color = yellow],mean-health-impact,mean-env-impact,total-milk,mean-incum,mean-oat,mean-almond,mean-soy
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,23,59,201,129,611,18.3747247667369,520.856761567129,51498748.7700016,487.025357252988,392.486787861637,467.403460773368,518.425964112007
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,19,72,616,213,99,19.5146638859116,508.109228551525,43860891.8900017,487.376100432156,548.749330692627,413.86175291415,490.895005961068
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,24,52,699,80,169,18.605676834925,516.506481210172,53360276.0900004,485.863271402403,536.94258179144,448.529547871097,390.191918935059
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,20,57,128,636,179,18.5830021940714,556.237064088612,45786005.0099985,502.761869066106,403.197854725419,536.714988359062,482.438407849413
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,25,61,259,60,620,18.1491992180353,505.469855776767,55188809.0399997,478.142185231378,394.872892533101,441.397954643672,514.119917591849
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,21,53,712,156,79,19.7916531593876,515.934664278326,47718854.5000006,506.136713903895,568.556728371607,402.782395676373,455.373652048125
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,26,65,640,94,201,17.7219653895151,499.336156062428,56972087.7399991,466.020490566919,497.575965738698,442.872364799067,376.809878895316
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,22,49,224,608,119,18.658054660905,555.021902422406,49635873.4800007,506.968673367699,412.222519547701,525.844636060396,471.983151024203
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,27,59,200,78,663,17.8530171519895,499.632095829412,58782840.1299964,468.650173646584,380.279956210112,443.676311660886,518.145948482418
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,23,50,700,102,148,19.2385275030941,495.994332815759,51498388.390001,493.946194784917,537.105378683216,374.285383970433,457.177952561433
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,28,52,638,69,241,17.1053993398834,477.815719302551,60502928.3299978,446.906952446111,479.637820110283,420.676351718043,372.867075725563
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,24,47,186,687,80,17.9566928891314,545.035610877605,53357525.4599999,492.080824616616,392.313322858893,529.395387677641,445.34753484685
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,29,57,182,110,651,16.3011985504925,461.91767804957,62157522.3999954,432.610229790049,337.600540110951,413.869648127018,470.51365197198
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,25,48,658,181,113,18.7630520839392,486.874561620977,55182762.7799992,481.807456357082,514.6297518805,373.853308654769,454.946803107649
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,30,48,686,53,213,16.6115112187485,463.162537715297,63822925.5699967,434.398570601338,476.827318346037,405.103268202137,349.074012850488
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,26,47,163,655,135,17.2789253002619,516.476995421537,56961665.5999987,470.662994557642,374.72939450497,492.235083356054,441.275347581335
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,31,55,236,75,634,16.0317779739638,454.275309074411,65449785.8199971,425.378446194676,335.726966326331,406.964398984755,458.790438494237
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,27,49,728,113,110,18.7328310594318,477.489649870858,58771088.5899957,477.446772857829,532.561417832845,354.560332221833,444.854467087492
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,32,53,654,68,225,16.1677621445636,457.140147647392,67078941.3199971,425.557827466257,455.81857044596,407.6503118491,340.128790238682
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,28,49,210,666,75,16.6536081077172,497.790801154887,60487282.4499972,452.975630640041,362.865302895166,475.355896214067,424.997030250728
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,33,56,201,104,639,15.9253759706983,451.763889826961,68697307.1900006,422.195783362454,333.226855816757,406.189004118619,456.754226702169
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,29,52,658,144,146,17.0543935732592,438.608963486001,62141406.089995,436.498482809876,466.702357544196,331.396882973334,419.525916672594
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,34,50,688,45,217,15.7925998514697,441.654856083684,70282384.8699962,413.503496765547,452.280073141054,387.978159946218,331.315950147182
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,30,46,127,712,115,16.01883794403,486.757819737131,63806937.1599966,437.666095154098,338.644158540434,476.244858787666,412.975957517802
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,35,52,222,94,632,15.4018939983301,437.501173529055,71847099.359996,408.953388762594,322.062317030909,393.468327516361,440.230456690135
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,31,48,674,195,83,16.7167225437196,433.555009333114,65435084.6799972,428.158837103599,463.154232762145,333.953818769907,402.880631364351
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,36,49,670,70,211,15.609671032651,439.494736922902,73418115.8599907,409.858160958403,442.927590611233,389.934950059933,328.295798370432
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,32,48,190,645,117,15.8101165752565,471.302533160999,67063420.4899973,429.817315668624,335.665294268486,448.551471814874,414.301728248016
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,37,54,221,83,642,15.0667959569749,424.298299613035,74944014.3799898,398.471646479504,319.458795513923,377.140343253224,430.82773475335
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,38,47,654,91,208,15.0273642777052,421.794377560634,76457331.3399887,393.234850178635,426.082241305623,373.900956560377,320.098911955366
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,33,47,677,143,133,16.6479276486456,429.904160578499,68681589.9400007,426.180934799988,458.153027315136,327.99044729562,405.845040589255
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,39,50,197,74,679,14.9015148075934,418.657640864745,77967988.0599865,393.15595283662,309.640712478559,372.058150251601,435.801904433221
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,34,48,168,704,80,15.2745426553504,462.892546455972,70266628.1199962,417.290551147689,324.507349530158,450.72104272854,392.519236593613
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,40,47,627,71,255,14.4688416634984,405.067753094569,79423538.5999828,378.643204169643,403.938869023496,357.409025675779,315.559441131081
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,35,50,660,183,107,16.0762944119741,414.411220715324,71830386.3399958,410.754172024619,439.154978422224,316.104366109736,397.744703443421
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,36,46,171,691,92,15.1339533230088,456.488807103196,73400699.5799902,411.977757347423,317.943616325762,443.172436976215,397.2194293506
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,41,62,173,95,670,14.4168247219267,408.334407347332,80888584.0899823,382.066305236923,295.075748901207,366.49670215064,421.406733711231
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,37,50,656,184,110,15.5993256401835,404.507732667684,74923968.1099891,398.473470095265,426.39528637971,313.33899963352,385.060773891504
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,42,48,643,59,250,14.2336847232445,396.833246924674,82322109.9699767,370.467340691027,400.032496890256,350.090034661306,312.93600775741
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,38,47,137,697,119,14.5599654812017,438.823907772964,76435362.3599879,395.878942013591,305.459137129882,426.153414586414,383.902756270113
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,43,50,207,72,671,13.8544614888107,391.812256141189,83733581.5199754,365.454696284993,284.014734760586,353.176671093546,408.825447860875
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,39,47,702,151,100,15.5273355141597,396.737957401962,77944263.7299856,393.804624771539,434.846186983879,299.740250693459,380.510307551123
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,44,52,639,59,250,13.8843528694472,391.166380383367,85134832.8099808,363.659744605924,390.133777901215,349.052558332996,298.405209159866
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,40,46,154,699,101,13.9664364391417,421.113619602366,79394287.6699817,379.924308934298,290.817764230627,409.084123033539,370.197743801535
343,10,1,8,0.4,0,10,-0.6,0.8,0.9,5,1,1,1,1,1,1,45,49,194,93,664,13.3991296846148,379.695464028175,86500172.8999858,353.777900889174,278.063194552491,342.966705928129,390.532288630206
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,41,47,661,162,130,15.0261764669268,384.638203062519,80854683.1799811,381.96864680608,414.064560276347,290.949225975509,373.413076942064
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,42,47,152,696,105,13.7535026552217,413.72709257675,82281513.3599748,373.480999852184,290.769030448491,401.022973329312,361.557176370014
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,43,47,673,173,107,14.4632910478647,371.229895328391,83688850.5299732,367.829922995194,399.893330000035,282.441234438977,357.172682565793
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,44,46,136,699,119,13.4659945579035,404.985987192102,85086292.8999791,365.833381035452,277.82230863401,392.457237741621,361.329442588917
344,10,1,8,0.4,0,10,-0.6,1,0.9,5,1,1,1,1,1,1,45,46,661,198,95,13.9794029710201,362.51138582379,86451002.8899843,357.095825125683,384.49149076282,280.716309482369,342.406364629128
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,1,973,7,5,15,43.1761101614093,1304.77467797744,4612603.5,2000,100,100,100
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,2,919,17,19,45,42.1119148865916,1268.88479203349,6950105.89999998,1872.38776176698,154.706910082859,154.836018066031,155.571710084129
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,3,859,41,35,65,40.5521640148173,1216.58492878923,9315692.94999992,1757.06587152495,202.696683268551,202.440771182232,203.383724024272
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,4,837,46,42,75,39.4475283081893,1181.1871731707,11677523.58,1685.22176939251,227.248553836302,226.035469678518,223.324837092673
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,5,819,58,50,73,37.8825038727936,1129.18913004876,14043743.1900002,1578.53956722887,264.451790113157,261.817024470688,261.411228187283
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,6,794,64,71,71,35.9428692429943,1066.46174843646,16400279.9200001,1453.28773224559,301.897790271767,300.580415209999,300.770792272641
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,7,754,101,69,76,33.3232423562076,979.615506048382,18741252.9799997,1283.05633109735,356.141212845743,348.630805843351,353.144710213559
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,8,407,10,579,4,27.2827955719608,816.152101344228,21043349.0299997,923.824432869223,430.680364297218,510.624402805169,436.966850028391
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,9,136,721,143,0,24.2315117151371,629.460769823706,23322243.1799999,650.313634974544,645.20204691448,442.702969492346,540.67549861863
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,10,141,293,556,10,21.7914332613113,631.573083788793,25543470.9400004,584.143097257914,492.401828045183,580.664415869536,564.018418827368
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,11,247,619,116,18,22.5804281809558,586.241451380488,27763615.6300014,572.42070910734,613.973491251103,462.310292670098,571.440196971459
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,12,104,191,699,6,19.7166586919837,588.934713665711,29897130.1200004,499.336361690832,470.544618376538,616.196364053378,547.437145879253
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,13,142,523,308,27,20.6971683260613,550.95830916025,32006478.2199999,509.988746295034,571.235220939722,482.672199530551,545.451933234693
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,14,177,152,633,38,19.6310291356614,578.567748161605,34081060.2700012,508.468375536029,454.513183668317,575.747047139326,535.853443656328
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,15,102,640,221,37,20.0507766008561,523.750103605643,36124134.6600025,484.48574502936,583.905012815899,453.719745334502,520.963886820239
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,1,969,8,2,21,43.0674054541184,1301.16910733975,4614764.1,2000,100,100,100
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,16,109,244,580,67,19.1008218894896,559.717091247204,38135871.8300033,494.035947602633,449.750398860767,552.184741172199,515.766082364401
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,2,915,33,14,38,42.0935743445741,1268.2976394045,6952470.59999998,1871.08185802612,155.536781732167,155.382655928265,155.705204313451
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,17,122,623,169,86,19.6359496451061,514.703004796609,40097392.3300022,490.363757260295,550.307163814391,425.892909013156,494.956669912158
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,3,854,45,40,61,40.5842811753791,1217.81331183981,9317339.69999992,1759.60818983463,201.723206261485,201.614471247521,201.923232656366
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,18,71,197,661,71,18.0552216986733,541.224859342681,42005637.3000022,474.828600894533,418.911550494325,543.203060492843,471.3017581183
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,4,831,55,31,83,39.187565984852,1171.94583033998,11684220.96,1665.42005321092,235.893238093953,233.405432140557,232.162536554572
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,5,832,46,40,82,37.3155294350595,1112.18185208076,14058819.8100002,1539.02216977971,278.677947605282,281.032502811714,275.866229803295
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,19,61,608,236,95,19.4574276254158,513.703203485683,43947945.6400014,489.409958993148,543.672435334755,426.720142404269,482.505803267828
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,6,813,72,24,91,35.2189623937754,1042.1536545882,16424992.6800001,1400.81352304849,325.455947740275,320.921759085008,318.981640126225
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,20,71,198,564,167,18.6960426120135,549.506606564507,45875816.5299984,499.416407278031,429.477839564456,521.259377452197,477.717265705315
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,7,791,87,37,85,32.0595459598124,942.654450589395,18772463.9899997,1200.11505289367,383.078592158502,386.399828566225,377.877836381602
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,21,48,729,129,94,19.7069050289649,514.645454314984,47810702.9700006,500.938730743353,571.220212705489,407.944314772021,454.783181779137
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,8,424,2,9,565,27.4527573561498,776.4923633563,21078631.5599996,896.776402451157,441.047498751824,442.246276352421,526.097392444598
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,22,49,337,518,96,18.7179467685885,547.091426549059,49731221.1300009,499.745703589662,448.89205582921,513.112101986617,458.768298594512
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,9,151,692,0,157,23.5778363462405,656.88899391842,23359230.6499998,646.229501979411,641.699213436248,529.948444704006,462.721929880334
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,23,44,694,89,173,19.1646874977264,495.735232711499,51600626.3700012,488.421192619536,538.710995849454,382.677274596712,459.595776934299
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,10,142,249,1,608,21.8440792698063,620.183012144785,25578518.9000004,578.52576828235,478.306327047563,558.481149273116,603.97500539697
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,24,46,279,616,59,18.0801209550625,539.828392907473,53466102.6300003,488.646390551768,427.712889081719,517.686441598889,431.430538767623
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,25,45,673,185,97,18.7576134687118,489.577725905543,55301251.4399997,479.518342201777,530.674635514267,383.998585060791,440.957247223165
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,11,231,571,9,189,21.7809116347964,621.21219809781,27797037.5100014,570.388516971949,599.455918953055,568.820554970289,479.853619104707
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,26,47,261,565,127,17.4831528360841,509.223048007402,57090026.5499993,467.481204183105,411.709040938619,473.716105604985,435.868759273291
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,12,149,145,5,701,20.3016718538583,570.296209813733,29928724.3300003,508.850598784904,455.280955895059,546.023063748647,621.53220157139
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,27,45,736,104,115,18.6608769072298,477.329901806444,58902613.8499966,472.89407243203,542.076953040422,361.36019820386,436.256076323688
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,13,123,547,4,326,20.1804802761695,565.405084211069,32039797.0099999,500.321726014311,577.752276672786,541.43369695562,491.564980357281
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,28,46,368,522,64,17.0199356395927,489.813071656797,60635222.2199975,452.260638005772,419.804050723884,448.589095029458,411.954586240888
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,14,201,159,10,630,19.9959171784631,567.808665449102,34117153.2800012,513.937048605904,442.067964921958,535.168939762233,586.182316709906
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,29,52,158,123,667,16.9586159651212,437.456423138845,62299244.3599953,432.237272008299,398.976891244307,338.803226032999,494.004750714395
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,15,111,612,31,246,19.5552647254426,549.096332374418,36164221.2500024,484.658263167878,571.683035529844,527.645641609954,463.081029692324
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,30,46,73,552,329,16.1971945911363,472.853080162622,63960980.929996,431.759750784546,393.548051534634,443.303254371065,393.125513309756
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,16,121,224,18,637,19.3177792966594,541.772498096664,38181526.4900032,486.960856338368,437.896720940802,512.721496668601,579.72616605223
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,31,109,158,176,557,16.5628080366021,431.714326871035,65588473.1299963,424.026918075222,406.233256254512,339.387536375759,457.844489294507
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,17,160,563,21,256,19.1055729256288,539.244987385573,40151538.7200022,487.328722124263,532.229833295556,503.14687646888,447.306798111299
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,32,44,73,661,222,15.6231442528193,462.651612604861,67218581.5399963,411.792285779647,392.311320643434,451.904866137072,374.099937439845
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,18,121,150,41,688,18.2632056130945,515.721381445,42057978.6800024,464.3863565199,397.171943818445,488.929806497525,555.951853164129
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,33,65,110,287,538,16.2762949413003,429.585937207804,68838755.2099991,414.246520373411,393.536446261536,351.976518545078,460.414184819975
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,19,80,576,50,294,18.7868538876678,526.002730805252,44000513.2700016,473.313839629778,535.281121014228,491.683409790501,442.256219565493
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,34,45,70,567,318,15.4983302155187,449.614172217585,70425832.6999946,411.243610463556,387.608945644482,418.866512307432,369.358421584529
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,20,127,168,89,616,18.7785190569364,530.718249049904,45927776.1399986,489.056786191243,407.067453030872,486.341368082951,544.797262694935
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,35,88,143,180,589,15.946464131417,415.142800242212,71994290.5899944,407.592345145195,386.32401280555,326.603355468007,447.93817658125
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,21,72,641,42,245,18.9978275728629,525.274783260169,47862330.7900006,483.172249813152,545.00766440234,472.122362730062,434.252373054447
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,36,45,59,632,264,15.168349271622,446.672195942756,73568529.9299892,400.826053834857,377.475719798564,430.539981147105,365.397585219475
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,22,68,253,69,610,18.7053733916168,522.512396262751,49782388.8900007,481.531786856533,416.269865204876,475.896357531861,546.360090406729
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,37,57,109,257,577,15.4494179815214,406.157971354372,75103623.1299877,392.97954392866,371.271660167504,330.190478531233,440.651517372603
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,23,73,585,90,252,18.4940042647607,516.611265663408,51654520.3600009,479.465684006927,510.212345770497,460.901961871406,421.551478351169
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,38,44,64,582,310,14.7753576361748,429.215815379925,76621760.4899865,390.649816911213,372.221385167107,402.915749834012,352.350408087668
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,24,63,163,102,672,18.3399605206986,511.110100476463,53519660.0599997,478.160027373992,388.170645899995,455.058297294764,543.75072943125
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,39,57,170,151,622,15.4175661105692,394.850443443106,78135075.8599842,389.498160038305,380.774066469857,304.74385662838,438.299286863457
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,25,53,597,52,298,18.2249551012969,501.776420722054,55353404.839999,470.326640418656,504.000943609005,437.607201107797,421.809994864542
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,40,44,32,615,309,14.1469388069635,413.720442468687,79593074.8199806,375.183704189499,348.579890071364,391.860131081615,342.37523465752
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,26,54,170,148,628,17.5782028594796,494.547536928337,57140430.4699984,462.02779180283,376.144493236049,442.929709599034,505.923635362088
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,41,48,149,247,556,14.7910048701359,385.333921802967,81055645.1699797,375.284885045684,364.979000456284,307.605776559183,414.700687938849
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,27,52,639,53,256,18.0958913594459,498.571830443763,58951850.7599957,470.175114307061,505.014910441807,430.394622426812,405.83564282432
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,42,44,52,604,300,13.9566799136964,405.484308238617,82487833.8199737,369.686545197364,351.187723144735,379.706013859155,331.608367798747
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,28,51,229,90,630,17.038738039147,475.379317025161,60677446.779997,446.76019968258,366.691047582972,420.086252044214,492.058520690235
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,43,51,159,199,591,14.3590102286786,370.370192997433,83900660.2399722,363.662442255097,355.468407775888,289.525898344794,404.169671624222
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,29,60,612,71,257,16.5379063736039,460.889437916351,62338845.9899949,432.327854074827,453.662862746906,403.887467445109,371.521025733158
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,44,46,62,617,275,13.6373193897461,398.036784976239,85303638.1499774,361.502827076128,342.939812563686,375.568636401038,322.966633959146
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,30,56,187,108,649,16.435156574958,460.14494647099,64006634.9799962,431.596188763151,344.757089934703,408.951841271094,482.483870031052
345,10,1,8,0.4,0.4,8,-1,0.8,0.9,5,1,1,1,1,1,1,45,46,135,224,595,13.8834658497439,359.700697171532,86675864.039982,350.821654678463,343.424465259147,285.492463762177,392.487306300214
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,31,52,621,53,274,16.2370775419404,449.45873078871,65637600.7899968,421.822102443137,450.304098197097,392.091481145356,366.748128214408
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,32,55,239,93,613,16.0839860617925,450.177132046165,67268984.8999967,422.128322192117,344.524694078287,399.897100111909,464.833993617687
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,33,53,611,53,283,16.1135281989825,448.609267616975,68890293.8099998,420.026522456708,441.756168411951,394.149148766673,365.377070364668
346,10,1,8,0.4,0.4,8,-1,1,0.9,5,1,1,1,1,1,1,34,56,242,62,640,15.6874167749389,437.588983561728,70481812.6099955,410.650902396483,331.641658718222,387.833859276226,461.39237960907
