BehaviorSpace results (NetLogo 6.3.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,
abm_milk_choice_upload.nlogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
experimentCampGrid3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2024 14:46:23:017 +0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,,,,,,
-25,25,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,
[run number],habit-threshold,memory-lifetime,p-interact,incumbent-initial-habit,social-blindness,cognitive-dissonance-threshold,network-parameter,social-conformity,social-susceptibility,justification,oat-health-mean-initial,oat-env-mean-initial,soy-health-mean-initial,soy-env-mean-initial,almond-health-mean-initial,almond-env-mean-initial,[step],count turtles with [color = red],count turtles with [color = green],count turtles with [color = white],count turtles with [color = yellow],mean-health-impact,mean-env-impact,total-milk,mean-incum,mean-oat,mean-almond,mean-soy
354,10,5,0.4,10,0,0,0,-1,1,0.9,1,1,1,1,1,1,43,70,765,1,164,15.0239843850434,347.161170317993,83330434.8899726,369.59131148079,450.77579747156,206.622637382634,374.870253665015
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,21,90,143,0,767,20.7932552904466,488.718833230997,47500478.640001,526.567312393533,509.489322418237,290.538441869654,607.424923318575
354,10,5,0.4,10,0,0,0,-1,1,0.9,1,1,1,1,1,1,44,70,38,685,207,13.2222122702469,414.736271324596,84725114.8899798,367.928894128564,225.215686272439,420.502719956698,381.032699642298
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,22,81,186,703,30,18.5028228917518,585.674941543564,49411588.6400004,521.872006599715,512.007471376657,583.200095060165,294.030426963463
354,10,5,0.4,10,0,0,0,-1,1,0.9,1,1,1,1,1,1,45,70,754,1,175,14.4914474474924,335.81791634628,86079874.8899851,356.293573906508,436.471028850806,202.131434591855,359.863962650831
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,23,82,158,0,760,19.9260789837503,470.05195911147,51263908.6400007,506.5561448515,484.230431973073,280.277333041758,581.256090133668
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,24,73,177,720,30,17.9590396265204,568.592478656544,53120058.6399992,506.294534135714,495.824895664729,566.830601844091,287.199968355467
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,25,75,179,0,746,19.5332546471918,458.270666968632,54932918.6399986,495.307792795704,479.030792076384,269.665350175539,568.856064952372
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,26,72,181,717,30,17.0935625512173,540.882533207155,56699528.639998,481.876373271469,468.369023361851,538.868474953371,277.496128413309
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,27,71,162,0,767,19.5026390221681,456.933116118995,58511758.6399947,493.213968654062,479.615974984692,269.514077902767,569.885978458479
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,28,66,185,719,30,16.3454794241483,516.410978779141,60201138.6399974,459.782478291927,453.901429144087,514.376317541553,261.319775022433
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,29,67,161,0,772,17.6575517358724,413.213429844343,61841188.6399944,446.401263014293,434.328319132006,242.913286063625,516.407131790076
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,30,68,202,699,31,16.1138277152532,508.518579683241,63506428.6399965,452.778656912955,449.173922053071,506.198392381182,257.089028652792
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,31,65,166,0,769,17.3627984391758,407.519592931371,65123998.6399968,438.328351635353,425.844299872498,243.124918850893,510.272429641258
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,32,66,195,708,31,15.7258772244217,496.186561428586,66751248.6399968,441.062120344176,438.974804289044,494.986449191655,252.226626175125
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,1,979,11,4,6,43.3017160569289,1308.84059782993,4610082.8,2000,100,100,100
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,2,936,23,16,25,42.3558541996799,1277.43511987555,6942169.39999999,1891.13135457754,146.035806448238,147.368859468086,147.550579506137
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,33,68,167,0,765,17.3257475981847,405.244539185334,68365118.6399999,436.203796322416,427.580254106869,240.49171544479,509.594234125925
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,3,893,40,37,30,41.1793630647663,1238.87108751833,9295552.99999993,1804.76296838821,183.19999932822,184.689189086974,180.731443196597
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,34,66,198,705,31,15.1985169745298,478.952064041106,69939968.639994,424.98525748371,425.629501859676,478.674410659731,245.560829996883
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,4,868,55,40,37,39.7715947242698,1190.4376027105,11652840.5500001,1707.49275411497,216.528493334041,214.37713893699,218.889163613995
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,1,972,9,10,9,43.1535298679604,1304.18053763319,4612963.6,2000,100,100,100
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,35,67,163,1,769,16.6861181884374,390.036687171784,71495608.6399945,419.399770333139,412.623523201089,231.974621299216,491.642085166557
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,5,787,83,50,80,36.8698790733217,1094.06970702016,14028811.1100002,1505.91855520909,289.919536090803,286.392308641035,293.740160059072
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,2,938,18,22,22,42.3546238409987,1277.04857862049,6945379.09999998,1890.58924202402,147.348094113148,147.101199918155,147.376963944672
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,36,67,175,726,32,15.1272775121311,476.13249746268,73063568.639988,422.259167853066,425.569125293049,475.905827893107,244.225878960776
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,3,894,34,27,45,41.0587956495415,1232.78666311651,9301673.44999993,1793.88047944746,188.395192514473,185.771510827146,188.247167210926
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,6,732,96,61,111,34.2792012670811,1011.88528448272,16395132.8200001,1338.68810816243,341.873719084401,342.313076873519,343.446805879651
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,37,67,169,1,763,16.2032985518049,375.820030887417,74572068.639988,405.325358193837,406.247663953535,220.02553838121,476.901439471417
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,4,843,52,44,61,39.5623452214197,1184.57122923867,11661138.5100001,1693.4247837871,223.960916361713,221.6940520249,220.38530782629
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,7,676,130,74,120,30.5308792608503,890.204311924332,18739955.3799996,1097.02547482933,417.600341178666,415.233247587053,414.963496404956
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,5,794,74,51,81,36.781494637044,1092.24255722708,14039531.9300002,1499.85917581718,295.409251756038,291.318751476459,291.806240950326
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,38,66,165,737,32,14.5212358260593,456.707261846336,76078288.6399868,404.706118828309,408.374705358142,456.868346295266,236.270829518282
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,8,318,48,8,626,24.8686849866862,687.126705995801,21037671.7499995,723.848435026115,489.396803592017,487.496061749315,596.975069632553
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,6,731,101,66,102,33.8773435652229,998.160189011698,16408094.1500001,1310.44957465537,354.482780696372,351.640206570442,351.989658077813
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,39,67,167,1,765,16.1870963760609,373.69630993908,77584728.6399844,403.520333270718,409.180698711583,217.052665024295,476.686302993404
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,9,124,38,582,256,21.5786372806479,652.380945650245,23316135.2499997,569.431596673857,558.667618132168,658.62129917777,491.742986016206
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,40,66,172,732,30,13.8388181543159,434.789259525551,79021748.6399802,384.683027684283,391.057949772103,435.611307907418,225.667714636197
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,7,682,118,72,128,29.8382917110023,867.185758282059,18755839.8899996,1049.46517925637,434.27719956901,431.571248414195,432.432112760424
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,10,178,56,145,621,22.8186270932448,585.31022149249,25536231.5500003,583.865959525576,563.314523571615,442.245043451327,630.670773451483
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,41,65,159,1,775,15.6809660826183,361.932748575056,80483248.6399802,390.120551657847,396.185809160719,211.255271156349,463.938368025085
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,8,284,49,622,45,23.4047095411497,699.725168909015,21053677.4099995,675.351271962923,508.173263494184,609.390059694638,504.922924848254
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,42,64,168,738,30,13.6752437611607,429.122198392852,81903568.6399731,379.466687136709,389.132769988133,429.930848800664,221.789694074493
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,11,166,59,552,223,21.4768471797817,637.880803254339,27758202.2900012,572.504953185778,565.796080139248,615.325601681812,468.344104993163
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,9,142,40,187,631,23.0214319986447,587.850093949386,23332287.5099997,573.812605060139,568.472159646298,462.212118111914,674.113217181649
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,43,65,152,1,782,15.0458992859007,346.254861246897,83305428.6399725,373.599875672197,381.150809602869,200.989986777252,446.119327947683
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,12,159,54,133,654,21.6470046238494,550.726142710132,29892314.4500001,540.314910612361,543.038169435146,427.574951935199,623.184128017293
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,10,205,51,462,282,22.0330079139483,632.641630449816,25557763.6400002,588.783223448906,569.141388195522,570.589202726143,496.96231562943
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,44,65,166,739,30,13.4187195697777,420.598179486767,84700108.6399797,371.497953025065,384.20158418593,421.770771962004,217.209690827001
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,13,133,58,543,266,20.2427753240596,596.538124036256,31999129.1399998,531.1959794378,540.944577172073,579.747786543405,454.926346846723
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,11,195,61,68,676,22.8949638914504,573.247421794534,27783715.4600011,574.833982251565,570.30089312214,422.25619013458,658.560754491716
356,10,5,0.4,10,0,0,0,-0.6,1,0.9,1,1,1,1,1,1,45,66,157,0,777,14.528563325637,333.648725018902,86054868.639985,359.734129664916,369.602938211659,193.666185459794,431.756746663632
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,14,146,87,138,629,21.0721885129919,533.379277794801,34069048.3900012,525.876129369031,536.733860831039,408.612718519509,598.696541280421
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,12,113,40,542,305,20.6362578060662,601.426747822795,29934821.4400003,535.305267446798,546.342300140677,582.557258697546,486.901153714979
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,15,124,77,546,253,19.6078722228064,576.581973067318,36111571.9200026,513.053557519975,521.813065256271,560.546475744226,447.110431479527
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,13,202,80,120,598,21.7025784231574,548.301276333577,32046515.3700002,547.975263819771,545.793961194743,408.635058242045,609.28964674344
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,0,1000,0,0,0,29650,6488.07,2300000,2000,100,100,100
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,1,969,8,15,8,43.152536405046,1304.30807893949,4612963.6,2000,100,100,100
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,16,128,90,145,637,20.4360401928245,517.100858086228,38121398.6000034,509.301707287815,516.002411587914,397.07112192928,587.451439194992
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,14,160,61,612,167,19.8781598664387,592.870231386266,34116142.8300017,527.009146291982,531.762893563394,580.248801274347,430.606618870278
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,2,919,31,28,22,41.9310154020658,1261.77757774908,6955552.89999998,1857.40843356776,163.002607630079,159.858748849345,162.319509952816
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,17,91,87,568,254,18.9014626021265,556.285316743426,40084022.2600023,497.195636812059,501.008672009374,537.725518348522,426.693832830046
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,15,134,73,192,601,20.5606953291694,523.79750407102,36156586.6500032,508.840695978006,522.815026274396,414.371329259867,594.416768487731
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,3,846,51,34,69,40.2625915530379,1205.75865418205,9327649.19999991,1734.29027674186,212.210355806268,210.30897148753,215.286695964338
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,4,814,76,51,59,38.5786204861911,1153.46730504534,11701894.8000001,1623.31756415039,251.929507251908,252.914593573682,246.083935024024
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,18,112,118,149,621,19.4463611847299,492.13569408982,41988147.2800024,487.654608942384,488.707608666781,373.550928598274,554.211873792561
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,16,137,81,544,238,19.3159198156221,567.257711547266,38166781.2100041,505.114816981879,520.422521286474,550.364543775554,434.292677956092
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,5,747,99,49,105,36.1179674473825,1069.24443032122,14086131.5900003,1452.67201510378,308.459202753593,307.017467388589,316.088104754039
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,19,90,116,559,235,18.7869601533876,554.583678849576,43931609.7700015,498.226012280892,493.493481821149,533.024486869302,418.718509028655
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,17,126,105,148,621,19.8674806215502,501.600835190373,40126761.370003,491.844884269398,507.84336927508,387.741074746726,572.550831708797
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,6,710,112,69,109,33.4314983201891,986.388056308934,16457177.9100001,1282.27438223448,361.539820944027,366.854147114711,360.377969706781
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,20,91,144,142,623,19.7341123693156,498.310690908715,45855872.2899983,497.094926363783,488.822592449263,373.006346551836,565.33865463512
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,18,97,89,585,229,18.2952750676627,541.603695863955,42032747.8600031,481.619024916077,485.506363533778,528.4529342543,410.408167295846
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,7,647,145,76,132,29.8987980188994,870.021741911497,18804053.1299996,1054.61969108033,430.469791273288,430.961359488289,430.824378158089
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,21,74,124,541,261,18.7408884805535,551.331319884863,47788262.2900002,498.07983837343,483.995038183309,525.32349378348,424.991629659782
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,19,104,133,147,616,19.9518308315617,502.695337238599,43977818.9100021,501.684371105757,496.828981917884,375.35191067587,571.205786300488
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,8,333,591,17,59,25.0326065625181,693.113483135471,21102908.5899995,729.156525751531,589.003377603294,489.467904265002,491.227652380173
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,22,84,151,135,630,19.6858768473614,496.90854213727,49702929.4099998,497.78860009044,480.373543798753,369.012208230443,567.492767880362
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,20,87,122,538,253,18.7007626427656,548.730167489819,45904057.999999,496.313530292466,487.307185250135,521.219022326658,421.399352130742
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,9,132,227,606,35,21.4936147240997,651.095655236143,23381407.8099997,568.935528260239,488.836023159285,659.910989491814,560.816679088662
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,23,76,119,534,271,18.1475482445483,534.449000077537,51571697.5499999,483.993453865206,461.500826886832,508.001800369467,415.272058878494
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,21,96,130,123,651,19.9287787693788,501.092436266559,47838254.3700012,503.754341250954,486.299380741774,368.556858232197,575.585789775073
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,10,165,556,228,51,22.7292094424326,597.691272304907,25608649.3600002,585.612534656164,603.680721763749,472.19523283733,565.753060742759
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,24,77,138,133,652,19.1683327968997,480.420604454959,53435631.8699987,482.109810325453,467.430189940089,353.999926753032,560.394392981426
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,22,74,112,532,282,18.7060887927706,546.906828537005,49755804.4300011,498.43997707416,479.352310405265,513.340528514099,426.417244006477
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,11,170,209,562,59,21.4276670815471,638.875776802735,27834608.7800011,575.636260681981,464.903960685937,618.311946857796,567.107251774283
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,25,74,115,490,321,17.907247113521,517.067877479747,55266140.119998,473.884735033146,455.580622489494,478.985866342764,422.057026134595
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,23,87,153,110,650,19.3081435726387,481.430310605291,51624390.5000014,486.531810068248,472.950332833105,348.34412158309,560.759805515557
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,12,141,602,200,57,21.5634253749246,560.24495160661,29979865.0900001,537.435446487439,605.178733675783,455.780663298273,546.861466538506
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,26,69,158,121,652,18.3356868907432,457.213610979709,57050603.9199973,458.531692166646,451.750875756423,336.098054739948,538.083177336982
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,24,72,116,563,249,18.1184076077136,534.696031269697,53486646.2200004,485.17301721227,462.826126879613,507.101928989357,407.154646918759
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,13,161,219,555,65,20.1644068015777,599.804326457024,32091306.8499998,534.352762560499,447.814353044526,588.789649250477,540.484995144499
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,27,77,129,516,278,17.6165103738689,513.245149900174,58859370.6299945,466.874684964764,453.286659359414,482.32583857607,406.27952709975
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,25,92,158,152,598,18.789977722418,474.763930674387,55311862.1999998,476.23324886257,459.57945868548,351.765973068703,537.637299383248
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,14,142,633,147,78,21.0186491534323,535.434854378959,34159597.0000014,522.661626157267,596.199968633115,416.924736463617,532.503818746001
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,28,75,169,129,627,17.5389937162737,439.110847743341,60568999.5799964,439.096553563896,432.337593137947,325.518667599273,512.676135698884
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,26,85,111,564,240,17.3110314029604,511.282143033843,57092474.6899992,463.638084239833,438.477216064259,485.662975460249,392.834214235659
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,15,118,278,520,84,19.5420136269633,572.684751831161,36201522.6900029,511.51328010358,450.517506877175,556.226005894343,523.668897124901
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,29,75,132,524,269,16.061131001559,469.736872310718,62224152.0199943,425.093771113112,412.407333607611,445.530696645578,372.1206386337
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,27,84,151,143,622,18.6324812224276,466.066246100934,58901890.1299964,468.483566613209,458.379686564701,341.64405001555,540.90813680654
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,16,122,623,164,91,20.4290142679273,521.893068611581,38213814.6800038,508.332892832342,582.487148131515,408.590915289234,512.881033746909
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,30,70,177,128,625,17.1063507145628,424.733492315375,63888803.6199959,426.273600916691,423.447810469689,310.838101117691,504.092087495929
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,28,74,132,528,266,16.7439924355813,487.084424867981,60617900.339998,444.185214904341,431.626159950104,455.731885446457,384.466949699098
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,17,96,263,536,105,18.8899922594906,553.221766657352,40179612.9700029,496.96586286666,433.654376593888,532.943522052841,502.23452848661
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,31,75,115,496,314,15.8718731267843,457.968149681605,65517638.2299965,417.677336485586,402.43488199989,427.292001361173,381.430390153352
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,29,91,177,125,607,17.0235521969859,428.141832687859,62270480.7599955,430.207644368978,416.654301696795,315.206405929657,490.512068004571
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,18,93,634,144,129,19.499916870113,496.081652852456,42088081.6200031,487.744047825101,555.352101574331,380.551007598239,484.821493002328
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,30,72,114,551,263,16.108515839199,474.905610676913,63933096.2499968,428.719162705296,409.808654861185,453.652264404432,370.435408029086
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,32,71,174,128,627,16.7474084518125,415.967517582725,67149208.4399967,417.02631446015,410.8895232613,305.340691347247,498.313680931304
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,19,86,204,602,108,18.6659398720529,559.51176287927,44033092.4500022,501.730934836668,406.616656497995,546.180796760254,490.482441905083
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,31,84,185,149,582,16.6550405226854,420.996508189192,65558657.9099972,419.423136881979,411.493326821842,316.206694800317,478.438501495863
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,33,68,117,520,295,15.7771600486583,456.138189363667,68770191.9099996,415.309617777029,399.446166652595,427.025558442237,379.202127128139
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,20,87,572,190,151,19.7204911565786,505.58479183662,45959931.5099991,498.200128148208,548.434612068427,388.465371630932,491.738948152434
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,32,70,106,542,282,15.7746648314362,464.519009230352,67187784.9199972,419.256181034976,397.97814653141,443.808535507123,368.084146926492
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,34,70,154,145,631,16.2676238616953,403.247740464905,70359215.2399948,402.956524175972,400.237915853761,297.605072635152,488.223817335115
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,21,82,200,567,151,18.6233635910704,554.481185141534,47894374.4000011,499.308614451384,411.828392417865,536.431415602205,486.874467528547
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,33,85,164,160,591,16.553228822252,419.814326722638,68806423.7100005,417.051642374881,407.251836192988,317.829240687773,476.506070744358
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,35,70,107,531,292,15.1945297704338,438.641940577313,71925933.6999943,397.20740716613,391.038369989883,413.421796102258,365.050886741728
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,22,80,574,206,140,19.5099861889079,504.997504755896,49811605.0900008,492.672419622788,549.056424027206,397.37960145937,478.122244890637
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,34,71,107,548,274,15.3085714444885,452.029977774378,70392839.9799961,405.839697356,389.567546544641,435.463189669163,355.545836430197
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,36,74,155,131,640,16.0975550627942,396.532345388385,73496671.8099887,397.104717949371,399.679757431821,290.055843997069,483.89779062174
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,23,83,233,539,145,18.0436949123631,532.807141027246,51683451.190001,480.410250561613,410.255148532761,512.38032763866,468.800373266966
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,35,82,140,151,627,16.0467529117608,403.671174649662,71958550.759996,402.966079937165,391.780067314537,301.324633533833,469.639999214465
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,37,69,110,505,316,14.7882921883722,423.455930056416,75021590.8299874,383.840277098243,379.632044676721,397.230802654521,364.215895570516
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,24,74,619,168,139,19.0424268854818,486.086688103586,53546988.2399998,477.500757762848,545.378158316902,374.10821767887,466.54991624138
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,36,70,121,527,282,15.2436939692818,445.483075267077,73529758.9499909,403.080268730001,391.434854587657,422.492842685124,354.200223997219
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,38,70,174,132,624,15.49360673658,381.930942929591,76534731.6499859,381.966167563498,384.869529162392,280.278504415407,466.026618858703
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,25,77,269,505,149,17.721879440783,518.956936540072,55375820.4099992,471.527974628982,404.44957586421,491.870166465427,460.98445304138
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,37,84,155,148,613,15.5784708021004,392.65371669872,75053013.3799902,390.608300349374,382.439841780402,295.416054888831,454.790232981393
357,10,5,0.4,10,0,0,2,-1,0.6,0.9,1,1,1,1,1,1,39,68,130,469,333,14.7177958555424,418.33555960072,78046525.3999835,381.709855228595,374.120943597736,387.557600861005,368.405350312662
359,10,5,0.4,10,0,0,2,-0.6,0.6,0.9,1,1,1,1,1,1,26,71,623,153,153,18.2858310212094,465.722671447553,57160081.8599985,459.388583648988,524.899184156508,355.030192911998,444.943489282506
358,10,5,0.4,10,0,0,2,-1,1,0.9,1,1,1,1,1,1,38,73,122,527,278,14.6275354676394,427.581069251222,76563983.969989,385.81218534199,374.786497285064,407.224879870211,343.147027502736
